LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,datetime,label,label_id,extracted_ip
1998,Jul,27,14:42:00,combo,kernel,0,isapnp: No Plug & Play device found,E59,isapnp: No Plug & Play device found,2005-07-27 14:42:00,NORMAL,0,
1014,Jul,9,12:59:44,combo,ftpd,23218,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 12:59:44,SUSPICIOUS,2,81.171.220.226
30,Jun,15,12:12:34,combo,sshd(pam_unix),23394,check pass; user unknown,E27,check pass; user unknown,2005-06-15 12:12:34,BRUTE_FORCE,1,
1050,Jul,9,22:53:22,combo,ftpd,24076,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 22:53:22,SUSPICIOUS,2,206.196.21.129
374,Jun,26,04:04:31,combo,syslogd 1.4.1,0,restart.,E90,restart.,2005-06-26 04:04:31,NORMAL,0,
679,Jul,2,01:41:33,combo,sshd(pam_unix),23545,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2005-07-02 01:41:33,NORMAL,0,
1921,Jul,27,14:41:57,combo,syslog,0,klogd startup succeeded,E65,klogd startup succeeded,2005-07-27 14:41:57,NORMAL,0,
986,Jul,9,12:16:49,combo,ftpd,23143,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 12:16:49,SUSPICIOUS,2,211.167.68.59
539,Jun,30,20:53:04,combo,klogind,19272,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2005-06-30 20:53:04,BRUTE_FORCE,1,163.27.187.39
1772,Jul,24,13:46:34,combo,ftpd,22660,connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-24 13:46:34,SUSPICIOUS,2,211.107.232.1
1816,Jul,25,13:41:34,combo,named,2306,notify question section contains no SOA,E75,notify question section contains no SOA,2005-07-25 13:41:34,NORMAL,0,
420,Jun,28,21:42:46,combo,sshd(pam_unix),12754,check pass; user unknown,E27,check pass; user unknown,2005-06-28 21:42:46,BRUTE_FORCE,1,
860,Jul,6,18:00:56,combo,ftpd,9775,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-06 18:00:56,SUSPICIOUS,2,211.72.151.162
887,Jul,7,07:18:12,combo,sshd(pam_unix),12520,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2005-07-07 07:18:12,NORMAL,0,
1871,Jul,26,05:47:42,combo,ftpd,28687,connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-26 05:47:42,SUSPICIOUS,2,172.181.208.156
617,Jul,1,04:05:19,combo,logrotate,0,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],2005-07-01 04:05:19,SUSPICIOUS,2,
822,Jul,5,13:36:37,combo,sshd(pam_unix),6560,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-07-05 13:36:37,BRUTE_FORCE,1,210.229.150.228
1084,Jul,10,04:04:33,combo,cups,0,cupsd shutdown succeeded,E37,cupsd shutdown succeeded,2005-07-10 04:04:33,NORMAL,0,
1111,Jul,10,07:24:34,combo,ftpd,29735,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-10 07:24:34,SUSPICIOUS,2,82.83.227.67
1494,Jul,17,15:09:15,combo,ftpd,24479,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 15:09:15,SUSPICIOUS,2,203.101.45.59
959,Jul,9,04:04:25,combo,logrotate,0,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],2005-07-09 04:04:25,SUSPICIOUS,2,
736,Jul,3,10:05:25,combo,ftpd,32061,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-03 10:05:25,SUSPICIOUS,2,203.101.45.59
1722,Jul,23,20:04:41,combo,sshd(pam_unix),16154,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-23 20:04:41,BRUTE_FORCE,1,211.9.58.217
1687,Jul,22,19:29:09,combo,ftpd,13150,connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-22 19:29:09,SUSPICIOUS,2,67.95.49.172
353,Jun,25,09:20:24,combo,ftpd,31464,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-25 09:20:24,SUSPICIOUS,2,210.118.170.95
1164,Jul,10,16:02:14,combo,sshd(pam_unix),30585,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:02:14,BRUTE_FORCE,1,150.183.249.110
1710,Jul,23,04:09:36,combo,su(pam_unix),14314,session closed for user cyrus,E101,session closed for user <*>,2005-07-23 04:09:36,NORMAL,0,
1363,Jul,17,04:08:16,combo,cups,0,cupsd startup succeeded,E38,cupsd startup succeeded,2005-07-17 04:08:16,NORMAL,0,
897,Jul,7,08:06:12,combo,gpm,2094,imps2: Auto-detected intellimouse PS/2,E51,imps2: Auto-detected intellimouse PS/<*>,2005-07-07 08:06:12,NORMAL,0,
1979,Jul,27,14:41:59,combo,kernel,0,Transparent bridge - 0000:00:1e.0,E109,Transparent bridge - <*>,2005-07-27 14:41:59,NORMAL,0,
217,Jun,22,03:18:15,combo,sshd(pam_unix),16242,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-22 03:18:15,BRUTE_FORCE,1,
52,Jun,15,14:53:34,combo,sshd(pam_unix),23669,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-06-15 14:53:34,BRUTE_FORCE,1,
1336,Jul,16,08:14:04,combo,ftpd,17670,connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-16 08:14:04,SUSPICIOUS,2,212.65.68.82
1157,Jul,10,16:02:09,combo,sshd(pam_unix),30572,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:02:09,BRUTE_FORCE,1,150.183.249.110
293,Jun,23,23:30:05,combo,sshd(pam_unix),26197,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-23 23:30:05,BRUTE_FORCE,1,218.22.3.51
1844,Jul,25,23:24:09,combo,ftpd,26469,connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-25 23:24:09,SUSPICIOUS,2,217.187.83.50
1678,Jul,22,09:27:24,combo,ftpd,12277,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-22 09:27:24,SUSPICIOUS,2,211.42.188.206
1590,Jul,18,23:01:27,combo,sshd(pam_unix),28988,check pass; user unknown,E27,check pass; user unknown,2005-07-18 23:01:27,BRUTE_FORCE,1,
87,Jun,17,07:07:00,combo,ftpd,29506,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-17 07:07:00,SUSPICIOUS,2,24.54.76.216
951,Jul,8,04:12:07,combo,su(pam_unix),19593,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2005-07-08 04:12:07,NORMAL,0,
393,Jun,28,08:10:24,combo,sshd(pam_unix),11513,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-28 08:10:24,BRUTE_FORCE,1,61.53.154.93
487,Jun,29,12:11:59,combo,sshd(pam_unix),15700,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-29 12:11:59,BRUTE_FORCE,1,
850,Jul,6,02:22:33,combo,sshd(pam_unix),7704,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.16.122.48  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-06 02:22:33,BRUTE_FORCE,1,218.16.122.48
50,Jun,15,14:53:33,combo,sshd(pam_unix),23665,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-06-15 14:53:33,BRUTE_FORCE,1,
25,Jun,15,12:12:34,combo,sshd(pam_unix),23399,check pass; user unknown,E27,check pass; user unknown,2005-06-15 12:12:34,BRUTE_FORCE,1,
692,Jul,2,04:15:33,combo,sshd(pam_unix),24587,check pass; user unknown,E27,check pass; user unknown,2005-07-02 04:15:33,BRUTE_FORCE,1,
212,Jun,22,03:18:05,combo,sshd(pam_unix),16232,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-22 03:18:05,BRUTE_FORCE,1,
1520,Jul,17,21:23:24,combo,ftpd,25046,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 21:23:24,SUSPICIOUS,2,82.68.222.194
1215,Jul,10,16:03:18,combo,sshd(pam_unix),30686,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:03:18,BRUTE_FORCE,1,150.183.249.110
206,Jun,22,03:17:46,combo,sshd(pam_unix),16219,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-22 03:17:46,BRUTE_FORCE,1,
405,Jun,28,20:58:50,combo,sshd(pam_unix),12671,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-28 20:58:50,BRUTE_FORCE,1,
1209,Jul,10,16:03:12,combo,sshd(pam_unix),30674,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:03:12,BRUTE_FORCE,1,150.183.249.110
1305,Jul,15,04:05:03,combo,logrotate,0,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],2005-07-15 04:05:03,SUSPICIOUS,2,
283,Jun,23,04:05:29,combo,su(pam_unix),19534,session closed for user cyrus,E101,session closed for user <*>,2005-06-23 04:05:29,NORMAL,0,
1458,Jul,17,14:02:43,combo,ftpd,24358,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 14:02:43,SUSPICIOUS,2,207.30.238.8
1742,Jul,24,02:38:22,combo,ftpd,16778,connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-24 02:38:22,SUSPICIOUS,2,84.102.20.2
76,Jun,16,04:16:17,combo,su(pam_unix),25548,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2005-06-16 04:16:17,NORMAL,0,
1652,Jul,21,09:04:41,combo,ftpd,5037,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-21 09:04:41,SUSPICIOUS,2,216.12.111.241
1957,Jul,27,14:41:58,combo,kernel,0,Intel machine check architecture supported.,E56,Intel machine check architecture supported.,2005-07-27 14:41:58,NORMAL,0,
1457,Jul,17,14:02:43,combo,ftpd,24357,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 14:02:43,SUSPICIOUS,2,207.30.238.8
1796,Jul,25,06:39:18,combo,ftpd,24962,connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-25 06:39:18,SUSPICIOUS,2,206.47.209.10
868,Jul,6,18:00:56,combo,ftpd,9766,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-06 18:00:56,SUSPICIOUS,2,211.72.151.162
674,Jul,2,01:41:32,combo,sshd(pam_unix),23534,session closed for user test,E101,session closed for user <*>,2005-07-02 01:41:32,NORMAL,0,
386,Jun,27,08:05:39,combo,sshd(pam_unix),8662,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-27 08:05:39,BRUTE_FORCE,1,
984,Jul,9,11:35:59,combo,ftpd,23034,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 11:35:59,SUSPICIOUS,2,211.57.88.250
1575,Jul,18,23:01:25,combo,sshd(pam_unix),28975,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-07-18 23:01:25,BRUTE_FORCE,1,
686,Jul,2,04:04:02,combo,su(pam_unix),24117,session closed for user cyrus,E101,session closed for user <*>,2005-07-02 04:04:02,NORMAL,0,
629,Jul,1,07:57:30,combo,ftpd,21951,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-01 07:57:30,SUSPICIOUS,2,202.82.200.188
309,Jun,24,18:55:18,combo,ftpd,28571,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-24 18:55:18,SUSPICIOUS,2,218.69.108.57
196,Jun,21,08:56:36,combo,sshd(pam_unix),14277,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest,2005-06-21 08:56:36,BRUTE_FORCE,1,217.60.212.66
600,Jun,30,22:16:33,combo,sshd(pam_unix),19436,session closed for user test,E101,session closed for user <*>,2005-06-30 22:16:33,NORMAL,0,
1061,Jul,10,03:55:15,combo,ftpd,24519,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-10 03:55:15,SUSPICIOUS,2,217.187.83.139
491,Jun,29,12:12:03,combo,sshd(pam_unix),15708,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-29 12:12:03,BRUTE_FORCE,1,
1502,Jul,17,21:23:20,combo,ftpd,25038,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 21:23:20,SUSPICIOUS,2,82.68.222.194
591,Jun,30,22:16:32,combo,sshd(pam_unix),19438,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2005-06-30 22:16:32,NORMAL,0,
39,Jun,15,12:13:19,combo,sshd(pam_unix),23414,check pass; user unknown,E27,check pass; user unknown,2005-06-15 12:13:19,BRUTE_FORCE,1,
1992,Jul,27,14:41:59,combo,kernel,0,VFS: Disk quotas dquot_6.5.1,E115,VFS: Disk quotas dquot_<*>.<*>.<*>,2005-07-27 14:41:59,NORMAL,0,
115,Jun,18,01:30:59,combo,sshd(pam_unix),31204,check pass; user unknown,E27,check pass; user unknown,2005-06-18 01:30:59,BRUTE_FORCE,1,
1066,Jul,10,03:55:15,combo,ftpd,24521,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-10 03:55:15,SUSPICIOUS,2,217.187.83.139
1898,Jul,26,07:04:02,combo,sshd(pam_unix),28880,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-26 07:04:02,BRUTE_FORCE,1,207.243.167.114
1456,Jul,17,14:02:39,combo,ftpd,24356,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:39 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 14:02:39,SUSPICIOUS,2,207.30.238.8
1288,Jul,14,15:00:22,combo,sshd(pam_unix),11719,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-14 15:00:22,BRUTE_FORCE,1,
665,Jul,1,10:56:43,combo,sshd(pam_unix),22268,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-01 10:56:43,BRUTE_FORCE,1,195.129.24.210
1509,Jul,17,21:23:20,combo,ftpd,25031,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 21:23:20,SUSPICIOUS,2,82.68.222.194
1190,Jul,10,16:02:49,combo,sshd(pam_unix),30638,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:02:49,BRUTE_FORCE,1,150.183.249.110
1002,Jul,9,12:16:52,combo,ftpd,23157,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 12:16:52,SUSPICIOUS,2,211.167.68.59
975,Jul,9,11:35:59,combo,ftpd,23045,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 11:35:59,SUSPICIOUS,2,211.57.88.250
1531,Jul,17,23:21:54,combo,ftpd,25223,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 23:21:54,SUSPICIOUS,2,82.68.222.195
1603,Jul,19,07:35:41,combo,sshd(pam_unix),30505,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-19 07:35:41,BRUTE_FORCE,1,202.181.236.180
1911,Jul,27,14:41:57,combo,kernel,0,Linux version 2.6.5-1.358 (bhcompile@bugs.build.redhat.com) (gcc version 3.3.3 20040412 (Red Hat Linux 3.3.3-7)) #1 Sat May 8 09:04:50 EDT 2004,E68,Linux version <*>.<*>.<*><*>.<*> (bhcompile@bugs.build.redhat.com) (gcc version <*>.<*>.<*> (Red Hat Linux <*>.<*>.<*><*>)) #<*> <*>:<*>:<*> EDT <*>,2005-07-27 14:41:57,NORMAL,0,
712,Jul,3,04:07:49,combo,cups,0,cupsd shutdown succeeded,E37,cupsd shutdown succeeded,2005-07-03 04:07:49,NORMAL,0,
209,Jun,22,03:17:56,combo,sshd(pam_unix),16226,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-22 03:17:56,BRUTE_FORCE,1,
339,Jun,25,09:20:24,combo,ftpd,31475,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-25 09:20:24,SUSPICIOUS,2,210.118.170.95
896,Jul,7,08:06:12,combo,gpm,2094,*** info [mice.c(1766)]:,E1,*** info [mice.c(<*>)]:,2005-07-07 08:06:12,NORMAL,0,
1460,Jul,17,14:02:47,combo,ftpd,24360,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:47 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 14:02:47,SUSPICIOUS,2,207.30.238.8
1243,Jul,11,11:33:17,combo,gdm-binary,2803,Couldn't authenticate user,E31,Couldn't authenticate user,2005-07-11 11:33:17,NORMAL,0,
1285,Jul,14,14:59:42,combo,sshd(pam_unix),11706,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-14 14:59:42,BRUTE_FORCE,1,
1173,Jul,10,16:02:27,combo,sshd(pam_unix),30604,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:02:27,BRUTE_FORCE,1,150.183.249.110
953,Jul,8,20:14:55,combo,sshd(pam_unix),20963,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test,2005-07-08 20:14:55,BRUTE_FORCE,1,212.0.132.20
724,Jul,3,10:05:25,combo,ftpd,32065,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-03 10:05:25,SUSPICIOUS,2,203.101.45.59
356,Jun,25,09:20:24,combo,ftpd,31460,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-25 09:20:24,SUSPICIOUS,2,210.118.170.95
1592,Jul,18,23:01:27,combo,sshd(pam_unix),28991,check pass; user unknown,E27,check pass; user unknown,2005-07-18 23:01:27,BRUTE_FORCE,1,
490,Jun,29,12:12:03,combo,sshd(pam_unix),15706,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-29 12:12:03,BRUTE_FORCE,1,
186,Jun,20,09:20:08,combo,sshd(pam_unix),10053,check pass; user unknown,E27,check pass; user unknown,2005-06-20 09:20:08,BRUTE_FORCE,1,
776,Jul,4,12:52:44,combo,ftpd,2831,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-04 12:52:44,SUSPICIOUS,2,63.197.98.106
1490,Jul,17,15:09:15,combo,ftpd,24477,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 15:09:15,SUSPICIOUS,2,203.101.45.59
81,Jun,17,04:09:43,combo,su(pam_unix),29190,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2005-06-17 04:09:43,NORMAL,0,
1754,Jul,24,04:20:42,combo,syslogd 1.4.1,0,restart.,E90,restart.,2005-07-24 04:20:42,NORMAL,0,
828,Jul,5,13:52:21,combo,ftpd,6591,connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-05 13:52:21,SUSPICIOUS,2,211.72.2.106
543,Jun,30,20:53:04,combo,klogind,19286,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E13,Authentication failed from <*> (<*>): Permission denied in replay cache code,2005-06-30 20:53:04,BRUTE_FORCE,1,163.27.187.39
302,Jun,24,18:55:11,combo,ftpd,28566,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-24 18:55:11,SUSPICIOUS,2,218.69.108.57
1932,Jul,27,14:41:57,combo,kernel,0,mapped 4G/4G trampoline to ffff3000.,E69,mapped 4G/4G trampoline to <*>.,2005-07-27 14:41:57,NORMAL,0,
1846,Jul,25,23:24:09,combo,ftpd,26465,connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-25 23:24:09,SUSPICIOUS,2,217.187.83.50
422,Jun,29,03:22:22,combo,ftpd,13262,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-29 03:22:22,SUSPICIOUS,2,61.74.96.178
303,Jun,24,18:55:11,combo,ftpd,28562,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-24 18:55:11,SUSPICIOUS,2,218.69.108.57
1390,Jul,17,06:14:36,combo,ftpd,23582,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 06:14:36,SUSPICIOUS,2,83.116.207.11
317,Jun,25,04:10:34,combo,su(pam_unix),30934,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2005-06-25 04:10:34,NORMAL,0,
